85586399;21
85587400;20
85588400;20
85589400;21
85590400;21
85591401;18
85592401;23
85593401;21
85594401;19
85595402;21
85596402;137
85596403;137
85596403;137
85596403;136
85596407;133
85596402;165
85596402;165
85596402;165
85596402;165
85596402;165
85597402;137
85597403;137
85597407;132
85597408;133
85597403;152
85597403;152
85597403;152
85597402;181
85597402;181
85597402;181
85598403;137
85598404;136
85598404;137
85598402;138
85598408;133
85598403;168
85598403;168
85598403;168
85598403;169
85598403;168
85599403;138
85599403;138
85599404;137
85599404;137
85599408;134
85599403;168
85599403;168
85599403;168
85599403;168
85599403;168
85600403;138
85600404;138
85600404;138
85600404;137
85600408;134
85600408;134
85600403;152
85600403;152
85600403;152
85600403;152
85601403;135
85601404;135
85601404;135
85601409;130
85601404;163
85601405;162
85601405;163
85601404;163
85601403;176
85601403;176
85602404;138
85602404;138
85602404;138
85602405;138
85602409;135
85602404;168
85602404;167
85602404;167
85602404;168
85602404;168
85603404;137
85603404;137
85603405;137
85603405;136
85603409;134
85603404;167
85603404;167
85603404;167
85603404;167
85603404;167
85604405;134
85604404;135
85604408;131
85604408;131
85604409;131
85604404;139
85604405;139
85604404;139
85604404;179
85604404;179
85605405;139
85605405;139
85605405;139
85605406;139
85605405;183
85605404;183
85605405;183
85605405;183
85605404;183
85605405;182
85606405;166
85606405;166
85606405;170
85606408;167
85606409;328
85606412;324
85606420;317
85606413;324
85606420;318
85606411;368
85606410;369
85606410;369
85606405;374
85606410;369
85606410;369
85606410;369
85606410;369
85606411;368
85606405;374
85606410;370
85606411;368
85606410;369
85606405;374
85606405;375
85606411;368
85607405;154
85607405;154
85607405;154
85607405;154
85607405;334
85607406;333
85607413;326
85607428;312
85607411;328
85607432;308
85607408;371
85607410;369
85607410;369
85607410;369
85607410;369
85607410;369
85607410;369
85607406;373
85607411;373
85607410;373
85607411;372
85607410;373
85607410;373
85607410;373
85607410;373
85608405;174
85608405;174
85608405;174
85608409;328
85608406;332
85608406;331
85608409;328
85608406;332
85608424;314
85608415;322
85608420;318
85608424;315
85608412;367
85608411;368
85608412;367
85608411;368
85608411;368
85608405;374
85608411;369
85608411;368
85608411;368
85608411;368
85608411;368
85608411;368
85608415;364
85609406;169
85609406;169
85609406;169
85609406;169
85609406;332
85609409;329
85609409;329
85609412;326
85609414;325
85609414;325
85609436;303
85609411;368
85609411;368
85609411;369
85609411;369
85609405;374
85609411;368
85609411;368
85609406;374
85609412;367
85609411;368
85609412;367
85609411;368
85609411;369
85609411;369
85610406;193
85610406;193
85610406;193
85610406;193
85610406;193
85610406;197
85610406;332
85610407;332
85610409;329
85610407;331
85610412;326
85610413;326
85610412;326
85610424;316
85610411;368
85610411;368
85610412;367
85610411;368
85610410;370
85610412;367
85610411;369
85610411;369
85610411;369
85610411;368
85610411;368
85611406;169
85611406;169
85611406;169
85611406;169
85611406;169
85611407;335
85611409;332
85611407;335
85611413;329
85611414;327
85611412;329
85611436;307
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611410;373
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85612407;168
85612406;169
85612407;169
85612407;168
85612406;173
85612407;332
85612410;329
85612415;325
85612424;316
85612415;325
85612424;317
85612414;369
85612412;371
85612406;377
85612412;371
85612412;371
85612413;370
85612412;371
85612412;372
85612414;369
85612413;370
85612412;371
85612413;370
85612410;373
85612413;371
85613407;156
85613407;156
85613407;161
85613407;338
85613407;338
85613407;338
85613414;331
85613414;331
85613414;331
85613415;331
85613412;376
85613407;380
85613412;375
85613413;374
85613412;375
85613410;377
85613412;375
85613412;375
85613412;375
85613413;375
85613412;375
85613412;376
85613412;375
85613412;376
85613413;375
85614407;164
85614407;164
85614407;164
85614407;164
85614407;168
85614408;330
85614407;330
85614410;327
85614414;324
85614414;324
85614414;324
85614413;325
85614412;367
85614412;367
85614412;367
85614411;368
85614412;367
85614413;366
85614412;367
85614412;367
85614413;366
85614412;367
85614413;366
85614412;367
85614412;368
85615407;168
85615407;168
85615407;168
85615407;168
85615408;333
85615408;332
85615407;333
85615414;327
85615414;327
85615415;326
85615415;326
85615411;372
85615412;371
85615412;371
85615411;373
85615412;371
85615412;371
85615412;371
85615412;371
85615412;371
85615412;371
85615414;369
85615412;371
85615414;369
85615413;370
85616408;143
85616408;655
85616413;651
85616413;651
85616428;637
85616432;633
85616432;633
85616433;632
85616415;693
85616413;694
85616407;700
85616407;700
85616418;690
85616415;692
85616413;694
85616414;693
85616413;694
85616414;694
85616413;694
85616417;690
85616413;694
85616418;689
85616416;692
85616420;688
85616416;691
85616418;689
85616417;690
85616418;689
